PRODUCT,SALESYEAR,LIFECYCLE,STATE,RELEASE_YEAR,DISEASE_RESISTANCE,INSECT_RESISTANCE,PROTECTION,DROUGHT_TOLERANCE,BRITTLE_STALK,PLANT_HEIGHT,RELATIVE_MATURITY,UNITS
P230,2025,EXPANSION,California,2019,0,0,1,3,5,3,5,1.4
P233,2025,ESTABLISHED,California,2017,0,0,1,2,5,5,5,21.1
P234,2025,EXPANSION,California,2014,0,1,1,2,5,5,5,1.4
P245,2025,INTRODUCTION,California,2023,1,0,1,2,4,1,1,0.2
P272,2025,ESTABLISHED,California,2020,0,0,1,3,4,2,2,0.6
P273,2025,EXPANSION,California,2021,0,0,1,3,4,2,2,0.3
P276,2025,EXPANSION,California,2022,0,0,1,3,3,2,2,0.3
P277,2025,EXPANSION,California,2022,0,0,1,3,3,2,2,1.4
P278,2025,INTRODUCTION,California,2023,1,0,1,2,3,2,2,0.1
P281,2025,PHASEOUT,California,2013,0,0,1,3,3,1,2,2.3
P284,2025,ESTABLISHED,California,2020,0,0,1,3,5,2,2,1.6
P285,2025,PHASEOUT,California,2020,0,0,1,3,5,2,2,1.2
P286,2025,ESTABLISHED,California,2019,0,0,1,4,4,2,2,0.3
P289,2025,INTRODUCTION,California,2023,1,0,1,5,4,3,2,0.8
P293,2025,PHASEOUT,California,2017,0,0,1,3,2,3,2,0.5
P294,2025,PHASEOUT,California,2021,0,1,1,3,5,3,3,1.5
P295,2025,PHASEOUT,California,2020,0,0,1,3,3,2,3,1.4
P296,2025,EXPANSION,California,2020,0,0,1,3,3,2,3,4.3
P297,2025,EXPANSION,California,2017,0,0,1,3,5,3,3,5.1
P298,2025,ESTABLISHED,California,2022,0,0,1,,3,2,3,0.9
P300,2025,PHASEOUT,California,2020,0,0,1,4,3,2,3,1.4
P302,2025,INTRODUCTION,California,2023,1,0,1,3,4,2,3,0.3
P303,2025,INTRODUCTION,California,2023,1,0,1,3,4,2,3,0.2
P305,2025,PHASEOUT,California,2016,0,0,1,3,2,2,3,0
P308,2025,PHASEOUT,California,2019,0,0,1,3,4,2,3,0.3
P310,2025,PHASEOUT,California,2021,0,1,1,4,4,1,3,0.1
P311,2025,PHASEOUT,California,2021,0,0,1,4,4,1,3,0.9
P312,2025,INTRODUCTION,California,2023,0,0,1,4,4,2,3,0.2
P313,2025,INTRODUCTION,California,2023,0,0,1,4,4,2,3,0.5
P315,2025,PHASEOUT,California,2022,0,0,1,5,4,2,3,0.6
P316,2025,PHASEOUT,California,2022,0,0,1,5,4,2,3,8.7
P320,2025,PHASEOUT,California,2020,0,0,1,2,3,3,3,0.2
P321,2025,ESTABLISHED,California,2021,0,0,1,4,4,1,3,0.8
P324,2025,PHASEOUT,California,2021,0,0,1,5,3,3,3,1.2
P325,2025,EXPANSION,California,2022,1,0,1,5,3,3,3,1.5
P326,2025,EXPANSION,California,2022,1,0,1,5,3,3,3,0.8
P327,2025,INTRODUCTION,California,2023,1,0,1,3,5,3,3,1.7
P334,2025,PHASEOUT,California,2021,0,0,1,3,4,3,3,0.5
P335,2025,PHASEOUT,California,2021,0,0,1,3,4,3,3,0.3
P336,2025,ESTABLISHED,California,2016,0,0,1,5,3,1,3,10.3
P337,2025,EXPANSION,California,2016,0,0,1,5,3,1,3,2.9
